ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO,ID_hecho,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,AÑO,DIA_SEMANA,Categoria_Participante,FALLECIMIENTO_MISMO_DIA
2017-0037,1,2017-03-31,2017,3,31,03:00:00,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,2017-0037,CONDUCTOR,MASCULINO,41,2017-03-31,2017,Friday,MOTO,1
2017-0038,1,2017-04-01,2017,4,1,19:00:00,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,2017-0038,CONDUCTOR,FEMENINO,40,2017-04-01,2017,Saturday,MOTO,1
2017-0040,1,2017-04-03,2017,4,3,09:40:00,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.","GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,2017-0040,CONDUCTOR,MASCULINO,43,2017-04-03,2017,Monday,MULTIPLE,1
2017-0041,1,2017-04-03,2017,4,3,23:15:00,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO","FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,2017-0041,CONDUCTOR,MASCULINO,17,2017-04-03,2017,Monday,MOTO,1
2017-0042,1,2017-04-10,2017,4,10,09:00:00,9,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV.",14,,,MOTO-CARGAS,MOTO,CARGAS,2017-0042,CONDUCTOR,MASCULINO,42,2017-04-10,2017,Monday,MOTO,1
2017-0045,1,2017-04-14,2017,4,14,06:15:00,6,NOGOYA 5940,CALLE,NOGOYA,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017-0045,CONDUCTOR,MASCULINO,21,2017-04-14,2017,Friday,MOTO,1
2017-0047,1,2017-04-23,2017,4,23,06:30:00,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO,2017-0047,CONDUCTOR,MASCULINO,37,2017-04-23,2017,Sunday,MOTO,1
2017-0049,1,2017-04-27,2017,4,27,18:16:00,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0049,PEATON,MASCULINO,22,2017-04-27,2017,Thursday,PEATON,1
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,SD,9,,,MOTO-CARGAS,MOTO,CARGAS,2017-0050,CONDUCTOR,MASCULINO,46,2017-04-28,2017,Friday,MOTO,1
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,SD,9,,,MOTO-CARGAS,MOTO,CARGAS,2017-0050,PASAJERO_ACOMPAÑANTE,MASCULINO,16,2017-04-28,2017,Friday,MOTO,1
2017-0051,1,2017-05-01,2017,5,1,03:47:47,3,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,SD,7,,,AUTO-AUTO,AUTO,AUTO,2017-0051,CONDUCTOR,MASCULINO,33,2017-05-01,2017,Monday,AUTO,1
2017-0052,1,2017-05-05,2017,5,5,03:40:00,3,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,2017-0052,PEATON,FEMENINO,47,2017-05-05,2017,Friday,PEATON,1
2017-0053,1,2017-05-05,2017,5,5,20:16:22,20,VIEYTES Y VILLARINO,CALLE,VIEYTES,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,2017-0053,CONDUCTOR,MASCULINO,28,2017-05-05,2017,Friday,MOTO,1
2017-0054,1,2017-05-07,2017,5,7,21:00:00,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,2017-0054,PASAJERO_ACOMPAÑANTE,FEMENINO,20,2017-05-07,2017,Sunday,MOTO,1
2017-0055,1,2017-05-09,2017,5,9,08:30:00,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,2017-0055,CONDUCTOR,MASCULINO,32,2017-05-09,2017,Tuesday,AUTO,1
2017-0058,1,2017-05-09,2017,5,9,23:10:00,23,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO,2017-0058,PEATON,MASCULINO,80,2017-05-09,2017,Tuesday,PEATON,1
2017-0059,1,2017-05-11,2017,5,11,09:24:00,9,BRASIL Y LIMA,CALLE,BRASIL,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0059,PEATON,FEMENINO,39,2017-05-11,2017,Thursday,PEATON,1
2017-0060,1,2017-05-13,2017,5,13,07:20:00,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017-0060,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-05-13,2017,Saturday,MOTO,1
2017-0061,1,2017-05-15,2017,5,15,13:29:30,13,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,2017-0061,PEATON,MASCULINO,47,2017-05-16,2017,Monday,PEATON,0
2017-0062,1,2017-05-15,2017,5,15,16:00:00,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,2017-0062,CONDUCTOR,MASCULINO,35,2017-05-15,2017,Monday,MOTO,1
2017-0063,1,2017-05-17,2017,5,17,10:13:00,10,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0063,PEATON,FEMENINO,79,2017-05-17,2017,Wednesday,PEATON,1
2017-0064,1,2017-05-20,2017,5,20,05:00:00,5,MAIPU Y PERON,CALLE,MAIPU,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,2017-0064,PASAJERO_ACOMPAÑANTE,MASCULINO,61,2017-05-20,2017,Saturday,CARGAS,1
2017-0065,1,2017-05-22,2017,5,22,16:00:00,16,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,2017-0065,CICLISTA,MASCULINO,21,2017-05-22,2017,Monday,BICICLETA,1
2017-0066,1,2017-05-22,2017,5,22,18:10:00,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0066,PEATON,MASCULINO,10,2017-05-22,2017,Monday,PEATON,1
2017-0067,1,2017-05-23,2017,5,23,02:45:00,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.4338197,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,2017-0067,CONDUCTOR,MASCULINO,21,2017-05-23,2017,Tuesday,MOTO,1
2017-0068,1,2017-05-27,2017,5,27,19:50:00,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017-0068,CONDUCTOR,MASCULINO,32,2017-05-27,2017,Saturday,MOTO,1
2017-0069,1,2017-05-24,2017,5,24,14:15:00,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,MOTO-SD,MOTO,PASAJEROS,2017-0069,CONDUCTOR,MASCULINO,39,2017-05-29,2017,Wednesday,MOTO,0
2017-0070,1,2017-05-30,2017,5,30,13:20:00,13,NUEVA YORK  3696,CALLE,NUEVA YORK,NUEVA YORK 3696,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,2017-0070,PEATON,MASCULINO,80,2017-05-31,2017,Tuesday,PEATON,0
2017-0072,1,2017-06-03,2017,6,3,23:20:00,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,2017-0072,CONDUCTOR,MASCULINO,25,2017-06-03,2017,Saturday,AUTO,1
2017-0073,1,2017-06-04,2017,6,4,09:00:00,9,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,2017-0073,CONDUCTOR,MASCULINO,19,2017-06-04,2017,Sunday,MOTO,1
2017-0074,1,2017-06-04,2017,6,4,12:50:00,12,CASCO 133,CALLE,CASCO,CASCO 133,9,-58.52567073,-34.63787791,SD-SD,AUTO,AUTO,2017-0074,SD,MASCULINO,70,2017-06-04,2017,Sunday,SD,1
2017-0075,1,2017-06-12,2017,6,12,22:38:00,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,DE MAYO AV. y 9 DE JULIO AV.,1,-58.381542,-34.60906385,PEATON-MOTO,PEATON,MOTO,2017-0075,PEATON,MASCULINO,55,2017-06-12,2017,Monday,PEATON,1
2017-0076,1,2017-06-13,2017,6,13,14:50:00,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,PEATON-CARGAS,PEATON,CARGAS,2017-0076,PEATON,FEMENINO,30,2017-06-13,2017,Tuesday,PEATON,1
2017-0077,1,2017-06-17,2017,6,17,23:45:00,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,2017-0077,CONDUCTOR,FEMENINO,60,2017-06-18,2017,Saturday,MOTO,0
2017-0079,1,2017-06-19,2017,6,19,16:26:00,16,MEXICO Y DEAN FUNES,CALLE,MEXICO,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,2017-0079,CONDUCTOR,MASCULINO,33,2017-06-19,2017,Monday,MOTO,1
2017-0080,1,2017-06-22,2017,6,22,10:15:00,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,2017-0080,PEATON,FEMENINO,95,2017-06-22,2017,Thursday,PEATON,1
2017-0082,1,2017-06-25,2017,6,25,22:40:00,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,2017-0082,PEATON,MASCULINO,36,2017-06-25,2017,Sunday,PEATON,1
2017-0083,1,2017-07-04,2017,7,4,00:25:00,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,2017-0083,CONDUCTOR,MASCULINO,37,2017-07-04,2017,Tuesday,MOTO,1
2017-0084,1,2017-07-05,2017,7,5,12:49:00,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0084,PEATON,FEMENINO,73,2017-07-05,2017,Wednesday,PEATON,1
2017-0085,1,2017-07-07,2017,7,7,14:15:00,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0085,PEATON,MASCULINO,84,2017-07-07,2017,Friday,PEATON,1
2017-0086,1,2017-07-09,2017,7,9,07:30:00,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,2017-0086,PEATON,FEMENINO,30,2017-07-09,2017,Sunday,PEATON,1
2017-0087,1,2017-07-10,2017,7,10,10:45:00,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,2017-0087,PEATON,FEMENINO,73,2017-07-10,2017,Monday,PEATON,1
2017-0088,1,2017-07-10,2017,7,10,22:30:00,22,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,PASEO COLON AV. y BRASIL AV.,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0088,PEATON,MASCULINO,43,2017-07-10,2017,Monday,PEATON,1
2017-0089,1,2017-07-13,2017,7,13,12:05:00,12,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO","LEGUIZAMON, MARTINIANO 901",9,-58.51514709,-34.64787051,SD-AUTO,MOTO,AUTO,2017-0089,SD,MASCULINO,23,2017-07-13,2017,Thursday,SD,1
2017-0090,1,2017-07-15,2017,7,15,05:15:00,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,2017-0090,PEATON,MASCULINO,22,2017-07-15,2017,Saturday,PEATON,1
2017-0091,1,2017-07-15,2017,7,15,13:00:00,13,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,"SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,MOTO-SD,MOTO,PASAJEROS,2017-0091,CONDUCTOR,MASCULINO,58,2017-07-15,2017,Saturday,MOTO,1
2017-0092,1,2017-07-24,2017,7,24,22:16:01,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,2017-0092,PEATON,MASCULINO,66,2017-07-24,2017,Monday,PEATON,1
2017-0093,1,2017-07-25,2017,7,25,16:48:40,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,2017-0093,PEATON,MASCULINO,42,2017-07-25,2017,Tuesday,PEATON,1
2017-0094,1,2017-07-27,2017,7,27,08:50:00,8,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR","HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,2017-0094,CICLISTA,FEMENINO,56,2017-07-27,2017,Thursday,BICICLETA,1
2017-0095,1,2017-08-06,2017,8,6,08:00:00,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,"CORDOBA AV. y SALGUERO, JERONIMO",14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,2017-0095,CONDUCTOR,MASCULINO,36,2017-08-06,2017,Sunday,MOTO,1
2017-0096,1,2017-08-07,2017,8,7,19:50:00,19,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,CABILDO AV. y NUÃ‘EZ,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0096,PEATON,MASCULINO,87,2017-08-07,2017,Monday,PEATON,1
2017-0098,1,2017-08-08,2017,8,8,12:10:00,12,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE","BONIFACIO, JOSE 2114",7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,2017-0098,PEATON,FEMENINO,61,2017-08-08,2017,Tuesday,PEATON,1
2017-0099,1,2017-08-17,2017,8,17,19:45:00,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,2017-0099,CICLISTA,MASCULINO,28,2017-08-17,2017,Thursday,BICICLETA,1
2017-0100,1,2017-08-21,2017,8,21,07:45:00,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017-0100,PASAJERO_ACOMPAÑANTE,FEMENINO,16,2017-08-21,2017,Monday,MOTO,1
2017-0101,1,2017-08-23,2017,8,23,10:00:00,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y ZAPATA",13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,2017-0101,PEATON,FEMENINO,61,2017-08-23,2017,Wednesday,MULTIPLE,1
2017-0102,1,2017-08-24,2017,8,24,01:10:00,1,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. y ZAVALETA",4,-58.40056767,-34.6510708,PEATON-CARGAS,PEATON,CARGAS,2017-0102,PEATON,MASCULINO,46,2017-08-24,2017,Thursday,PEATON,1
2017-0104,1,2017-08-25,2017,8,25,09:00:00,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,2017-0104,PEATON,FEMENINO,18,2017-08-25,2017,Friday,PEATON,1
2017-0106,1,2017-08-31,2017,8,31,19:50:00,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0106,PEATON,FEMENINO,85,2017-08-31,2017,Thursday,PEATON,1
2017-0107,1,2017-09-01,2017,9,1,11:30:00,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,2017-0107,CONDUCTOR,MASCULINO,41,2017-09-01,2017,Friday,MOTO,1
2017-0108,2,2017-09-02,2017,9,2,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017-0108,PASAJERO_ACOMPAÑANTE,MASCULINO,17,2017-09-02,2017,Saturday,AUTO,1
2017-0108,2,2017-09-02,2017,9,2,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017-0108,PASAJERO_ACOMPAÑANTE,MASCULINO,10,2017-09-02,2017,Saturday,AUTO,1
2017-0109,1,2017-09-04,2017,9,4,21:00:00,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,2017-0109,CONDUCTOR,MASCULINO,21,2017-09-05,2017,Monday,MOTO,0
2017-0110,1,2017-09-06,2017,9,6,14:15:00,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0110,PEATON,MASCULINO,56,2017-09-07,2017,Wednesday,PEATON,0
2017-0111,1,2017-09-07,2017,9,7,18:23:37,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,USPALLATA y PIROVANO,4,-58.42023854,-34.6423411,PEATON-CARGAS,PEATON,CARGAS,2017-0111,PEATON,FEMENINO,79,2017-09-07,2017,Thursday,PEATON,1
2017-0112,2,2017-09-10,2017,9,10,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017-0112,PASAJERO_ACOMPAÑANTE,MASCULINO,1,2017-09-10,2017,Sunday,AUTO,1
2017-0112,2,2017-09-10,2017,9,10,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017-0112,PASAJERO_ACOMPAÑANTE,MASCULINO,42,2017-09-13,2017,Sunday,AUTO,0
2017-0113,1,2017-09-11,2017,9,11,06:30:00,6,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,2017-0113,PEATON,FEMENINO,76,2017-09-11,2017,Monday,PEATON,1
2017-0114,1,2017-09-15,2017,9,15,02:30:00,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017-0114,CONDUCTOR,MASCULINO,26,2017-09-15,2017,Friday,AUTO,1
2017-0115,1,2017-09-19,2017,9,19,18:52:33,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,2017-0115,CONDUCTOR,MASCULINO,34,2017-09-19,2017,Tuesday,MOTO,1
2017-0116,1,2017-09-20,2017,9,20,22:24:00,22,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017-0116,CONDUCTOR,MASCULINO,22,2017-09-20,2017,Wednesday,MOTO,1
2017-0118,1,2017-09-22,2017,9,22,07:02:09,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,2017-0118,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2017-09-29,2017,Friday,MOTO,0
2017-0120,1,2017-10-02,2017,10,2,15:55:33,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,2017-0120,CONDUCTOR,MASCULINO,20,2017-10-02,2017,Monday,MOTO,1
2017-0123,1,2017-10-10,2017,10,10,01:05:38,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,ALBARIÃ‘O y ARGENTINA AV.,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,2017-0123,PEATON,FEMENINO,36,2017-10-10,2017,Tuesday,PEATON,1
2017-0124,1,2017-10-12,2017,10,12,14:40:28,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN","RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,2017-0124,CONDUCTOR,MASCULINO,51,2017-10-12,2017,Thursday,MOTO,1
2017-0125,1,2017-10-13,2017,10,13,06:12:20,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017-0125,CONDUCTOR,MASCULINO,29,2017-10-13,2017,Friday,MOTO,1
2017-0126,2,2017-10-14,2017,10,14,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017-0126,PASAJERO_ACOMPAÑANTE,MASCULINO,39,2017-10-14,2017,Saturday,AUTO,1
