ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO,ID_hecho,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,AÑO,DIA_SEMANA,Categoria_Participante,FALLECIMIENTO_MISMO_DIA
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO,2019-0105,PEATON,FEMENINO,82,2019-05-08,2019,Sunday,PEATON,0
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,URIARTE Y LOYOLA,CALLE,URIARTE,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO,2020-0001,PEATON,FEMENINO,87,2020-01-04,2020,Saturday,PEATON,1
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,SARAZA Y VARELA AV.,AVENIDA,SARAZA,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020-0002,CONDUCTOR,MASCULINO,36,2020-01-07,2020,Sunday,MOTO,0
2020-0003,1,2020-01-11,2020,1,11,06:00:00,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO,2020-0003,PEATON,MASCULINO,44,2020-01-11,2020,Saturday,PEATON,1
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,RODRIGUEZ PE?A,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0004,PEATON,MASCULINO,82,2020-01-15,2020,Tuesday,PEATON,0
2020-0005,1,2020-01-14,2020,1,14,06:00:00,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,24 DE NOVIEMBRE,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS,2020-0005,CONDUCTOR,MASCULINO,25,2020-02-10,2020,Tuesday,MOTO,0
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,LAFUENTE AV. 2250,AVENIDA,LAFUENTE AV.,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS,2020-0006,CONDUCTOR,MASCULINO,23,2020-01-20,2020,Monday,MOTO,1
2020-0007,1,2020-01-27,2020,1,27,00:37:00,0,CHILE Y LIMA ,CALLE,CHILE,CHILE y LIMA,1,-58.3815685,-34.61648696,PEATON-MOTO,PEATON,MOTO,2020-0007,PEATON,MASCULINO,52,2020-01-27,2020,Monday,PEATON,1
2020-0008,1,2020-01-30,2020,1,30,07:10:00,7,CORDOBA AV. Y JEAN JAURES,AVENIDA,CORDOBA AV.,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS,2020-0008,CONDUCTOR,MASCULINO,49,2020-01-30,2020,Thursday,MOTO,1
2020-0009,1,2020-02-04,2020,2,4,14:50:00,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.6060085,PEATON-AUTO,PEATON,AUTO,2020-0009,PEATON,MASCULINO,48,2020-02-05,2020,Tuesday,PEATON,0
2020-0010,1,2020-02-08,2020,2,8,05:45:00,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020-0010,CONDUCTOR,MASCULINO,42,2020-02-08,2020,Saturday,MOTO,1
2020-0011,1,2020-02-12,2020,2,12,11:29:00,11,COLOMBRES 466,CALLE,COLOMBRES,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS,2020-0011,CONDUCTOR,MASCULINO,31,2020-02-12,2020,Wednesday,MOTO,1
2020-0012,1,2020-02-18,2020,2,18,21:00:00,21,MEXICO 2860,CALLE,MEXICO,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO,2020-0012,PEATON,FEMENINO,66,2020-02-18,2020,Tuesday,PEATON,1
2020-0013,1,2020-02-20,2020,2,20,12:00:00,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,COMBATIENTES DE MALVINAS AV.,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO,2020-0013,PEATON,FEMENINO,58,2020-03-03,2020,Thursday,PEATON,0
2020-0014,1,2020-02-27,2020,2,27,02:14:00,2,BERMUDEZ Y NOGOYA,CALLE,BERMUDEZ,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS,2020-0014,CONDUCTOR,MASCULINO,42,2020-02-27,2020,Thursday,MOTO,1
2020-0015,1,2020-02-28,2020,2,28,14:30:00,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,BRASIL AV.,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS,2020-0015,CONDUCTOR,MASCULINO,29,2020-02-28,2020,Friday,MOTO,1
2020-0016,1,2020-02-29,2020,2,29,13:00:00,13,"ALEM,LEANDRO N. AV. 770",AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0016,PEATON,MASCULINO,68,2020-03-09,2020,Saturday,PEATON,0
2020-0017,1,2020-03-05,2020,3,5,23:00:00,23,BELGRANO AV. Y RINCON,AVENIDA,BELGRANO AV.,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO,2020-0017,PEATON,MASCULINO,42,2020-03-05,2020,Thursday,PEATON,1
2020-0018,1,2020-03-09,2020,3,9,14:00:00,14,"UDAONDO, GUILLERMO AV. 901",AVENIDA,"UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020-0018,CONDUCTOR,MASCULINO,31,2020-03-09,2020,Monday,MOTO,1
2020-0019,1,2020-03-10,2020,3,10,21:00:00,21,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,CONSTITUCION y CASTRO,5,-58.41972364,-34.6284667,PEATON-AUTO,PEATON,AUTO,2020-0019,PEATON,FEMENINO,80,2020-03-10,2020,Tuesday,PEATON,1
2020-0020,1,2020-03-13,2020,3,13,17:30:00,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PUEYRREDON AV.,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO,2020-0020,PEATON,FEMENINO,74,2020-03-17,2020,Friday,PEATON,0
2020-0021,1,2020-03-14,2020,3,14,16:50:00,16,"BRAVO, MARIO 1279",CALLE,"BRAVO, MARIO","BRAVO, MARIO 1279",2,-58.4145159,-34.59488319,PEATON-AUTO,PEATON,AUTO,2020-0021,PEATON,FEMENINO,87,2020-03-14,2020,Saturday,PEATON,1
2020-0022,1,2020-04-07,2020,4,7,06:15:00,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS,2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-04-07,2020,Tuesday,AUTO,1
2020-0023,1,2020-04-09,2020,4,9,18:42:00,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS,2020-0023,CONDUCTOR,MASCULINO,44,2020-05-03,2020,Thursday,AUTO,0
2020-0024,1,2020-04-24,2020,4,24,07:58:00,7,MURGUIONDO 1339,CALLE,MURGUIONDO,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO,2020-0024,CONDUCTOR,MASCULINO,53,2020-04-24,2020,Friday,AUTO,1
2020-0025,1,2020-05-12,2020,5,12,05:35:00,5,RIVADAVIA AV. 2551,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO,2020-0025,PEATON,MASCULINO,42,2020-05-12,2020,Tuesday,PEATON,1
2020-0026,1,2020-05-17,2020,5,17,06:40:00,6,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,"LUGONES, LEOPOLDO AV.",SD,14,,,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020-0026,CONDUCTOR,MASCULINO,28,2020-05-17,2020,Sunday,MOTO,1
2020-0027,1,2020-05-18,2020,5,18,08:00:00,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS,2020-0027,PEATON,MASCULINO,76,2020-05-18,2020,Monday,PEATON,1
2020-0028,1,2020-05-19,2020,5,19,10:00:00,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0028,PEATON,MASCULINO,91,2020-05-23,2020,Tuesday,PEATON,0
2020-0029,1,2020-06-10,2020,6,10,14:00:00,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0029,PEATON,MASCULINO,80,2020-06-12,2020,Wednesday,PEATON,0
2020-0030,1,2020-06-16,2020,6,16,15:00:00,15,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. 1550,6,-58.45158942,-34.6064658,MULTIPLE,MOTO,MULTIPLE,2020-0030,CONDUCTOR,MASCULINO,40,2020-06-16,2020,Tuesday,MULTIPLE,1
2020-0031,1,2020-06-30,2020,6,30,08:00:00,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.","GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS,2020-0031,CONDUCTOR,MASCULINO,29,2020-06-30,2020,Tuesday,MOTO,1
2020-0032,1,2020-07-10,2020,7,10,23:00:00,23,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO,2020-0032,CONDUCTOR,MASCULINO,21,2020-07-10,2020,Friday,MOTO,1
2020-0033,1,2020-07-19,2020,7,19,06:25:00,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2020-0033,CONDUCTOR,MASCULINO,32,2020-07-19,2020,Sunday,AUTO,1
2020-0034,1,2020-08-02,2020,8,2,03:20:00,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO,2020-0034,PEATON,FEMENINO,42,2020-08-02,2020,Sunday,PEATON,1
2020-0035,1,2020-08-04,2020,8,4,05:30:00,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS,2020-0035,CONDUCTOR,MASCULINO,40,2020-08-04,2020,Tuesday,MOTO,1
2020-0036,1,2020-08-07,2020,8,7,18:40:00,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.5877879,PEATON-MOTO,PEATON,MOTO,2020-0036,PEATON,MASCULINO,72,2020-08-22,2020,Friday,PEATON,0
2020-0037,1,2020-08-29,2020,8,29,04:30:00,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO,2020-0037,PEATON,MASCULINO,38,2020-08-29,2020,Saturday,PEATON,1
2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,2020-0038,CONDUCTOR,MASCULINO,46,2020-08-30,2020,Sunday,AUTO,1
2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,2020-0038,CONDUCTOR,MASCULINO,64,2020-08-30,2020,Sunday,AUTO,1
2020-0039,1,2020-09-01,2020,9,1,19:17:42,19,MURGUIONDO 2700,CALLE,MURGUIONDO,MURGUIONDO,9,,,PEATON-CARGAS,PEATON,CARGAS,2020-0039,PEATON,MASCULINO,44,2020-09-01,2020,Tuesday,PEATON,1
2020-0040,1,2020-09-12,2020,9,12,03:30:00,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2020-0040,CONDUCTOR,MASCULINO,42,2020-09-12,2020,Saturday,AUTO,1
2020-0041,1,2020-09-28,2020,9,28,01:45:00,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,"CURAPALIGUE y PERON, EVA AV.",7,-58.4475047,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS,2020-0041,CONDUCTOR,MASCULINO,34,2020-09-28,2020,Monday,MOTO,1
2020-0042,1,2020-09-29,2020,9,29,17:10:00,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA","DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0042,PEATON,FEMENINO,53,2020-09-29,2020,Tuesday,PEATON,1
2020-0043,1,2020-09-30,2020,9,30,17:20:00,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0043,PEATON,MASCULINO,64,2020-09-30,2020,Wednesday,PEATON,1
2020-0044,1,2020-10-05,2020,10,5,00:20:00,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO,2020-0044,CONDUCTOR,MASCULINO,43,2020-10-05,2020,Monday,AUTO,1
2020-0045,1,2020-10-19,2020,10,19,03:00:00,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS,2020-0045,CONDUCTOR,MASCULINO,50,2020-10-19,2020,Monday,AUTO,1
2020-0046,1,2020-10-27,2020,10,27,21:00:00,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.4844016,-34.60776782,MOTO-MOTO,MOTO,MOTO,2020-0046,CONDUCTOR,MASCULINO,41,2020-10-27,2020,Tuesday,MOTO,1
2020-0047,1,2020-10-27,2020,10,27,14:00:00,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS,2020-0047,PEATON,MASCULINO,15,2020-10-27,2020,Tuesday,PEATON,1
2020-0048,1,2020-10-29,2020,10,29,20:20:00,20,DORREGO AV. 614,AVENIDA,DORREGO AV.,DORREGO AV. 614,15,-58.4495878,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020-0048,CONDUCTOR,MASCULINO,41,2020-10-29,2020,Thursday,MOTO,1
2020-0049,1,2020-10-30,2020,10,30,20:00:00,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO,2020-0049,PEATON,MASCULINO,36,2020-10-30,2020,Friday,PEATON,1
2020-0050,1,2020-11-01,2020,11,1,22:00:00,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO,2020-0050,PEATON,FEMENINO,28,2020-11-01,2020,Sunday,PEATON,1
2020-0051,1,2020-11-05,2020,11,5,00:40:00,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO,2020-0051,CONDUCTOR,MASCULINO,49,2020-11-05,2020,Thursday,MOTO,1
2020-0052,1,2020-11-07,2020,11,7,06:50:00,6,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS,2020-0052,CICLISTA,MASCULINO,44,2020-11-07,2020,Saturday,BICICLETA,1
2020-0053,1,2020-11-09,2020,11,9,03:30:00,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774,AUTO-AUTO,AUTO,AUTO,2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-11-09,2020,Monday,AUTO,1
2020-0054,1,2020-11-19,2020,11,19,09:00:00,9,INCLAN Y ALBERTI,CALLE,INCLAN,INCLAN y ALBERTI,4,-58.39956546,-34.6297708,BICICLETA-AUTO,BICICLETA,AUTO,2020-0054,CICLISTA,MASCULINO,59,2020-11-23,2020,Thursday,BICICLETA,0
2020-0055,1,2020-11-19,2020,11,19,12:30:00,12,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,OLAZABAL AV. 5437,12,-58.49005682,-34.5786897,PEATON-CARGAS,PEATON,CARGAS,2020-0055,PEATON,MASCULINO,91,2020-12-11,2020,Thursday,PEATON,0
2020-0056,1,2020-11-21,2020,11,21,13:00:00,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS,2020-0056,CONDUCTOR,FEMENINO,34,2020-11-21,2020,Saturday,MOTO,1
2020-0057,1,2020-11-23,2020,11,23,07:45:00,7,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"NAZCA AV. y VIALE, LUIS",11,-58.4750156,-34.61945902,PEATON-AUTO,PEATON,AUTO,2020-0057,PEATON,MASCULINO,84,2020-11-23,2020,Monday,PEATON,1
2020-0058,1,2020-11-24,2020,11,24,16:00:00,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO,2020-0058,PEATON,MASCULINO,57,2020-11-25,2020,Tuesday,PEATON,0
2020-0059,1,2020-12-01,2020,12,1,06:35:00,6,BRASIL 1100,CALLE,BRASIL,BRASIL 1100,1,-58.3795169,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0059,PEATON,FEMENINO,49,2020-12-14,2020,Tuesday,PEATON,0
2020-0060,1,2020-12-03,2020,12,3,20:30:00,20,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO,2020-0060,PEATON,FEMENINO,69,2020-12-03,2020,Thursday,PEATON,1
2020-0061,1,2020-12-03,2020,12,3,14:40:00,14,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS,2020-0061,CONDUCTOR,MASCULINO,45,2020-12-04,2020,Thursday,MOTO,0
2020-0062,1,2020-12-04,2020,12,4,17:19:00,17,MORENO 1845,CALLE,MORENO,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2020-0062,CICLISTA,MASCULINO,47,2020-12-04,2020,Friday,BICICLETA,1
2020-0063,2,2020-12-05,2020,12,5,07:10:00,7,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,2020-0063,PEATON,MASCULINO,38,2020-12-05,2020,Saturday,PEATON_MOTO,1
2020-0063,2,2020-12-05,2020,12,5,07:10:00,7,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2020-12-05,2020,Saturday,PEATON_MOTO,1
2020-0065,1,2020-12-05,2020,12,5,16:00:00,16,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO,2020-0065,CONDUCTOR,MASCULINO,24,2020-12-06,2020,Saturday,MOTO,0
2020-0066,1,2020-12-07,2020,12,7,04:30:00,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020-0066,CONDUCTOR,MASCULINO,27,2020-12-07,2020,Monday,MOTO,1
2020-0067,1,2020-12-11,2020,12,11,22:00:00,22,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0067,PEATON,MASCULINO,51,2020-12-11,2020,Friday,PEATON,1
2020-0068,1,2020-12-12,2020,12,12,20:30:00,20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO,2020-0068,CONDUCTOR,MASCULINO,71,2020-12-20,2020,Saturday,MOTO,0
2020-0069,1,2020-12-15,2020,12,15,05:20:00,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS,2020-0069,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-12-15,2020,Tuesday,MOTO,1
2020-0070,1,2020-12-17,2020,12,17,15:35:00,15,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,2020-0070,PEATON,FEMENINO,81,2020-12-22,2020,Thursday,PEATON,0
2020-0071,1,2020-12-17,2020,12,17,23:00:00,23,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO,2020-0071,PEATON,MASCULINO,4,2020-12-17,2020,Thursday,PEATON,1
2020-0072,1,2020-12-19,2020,12,19,03:30:00,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO,2020-0072,CICLISTA,MASCULINO,42,2020-12-19,2020,Saturday,BICICLETA,1
2020-0073,1,2020-12-20,2020,12,20,07:40:00,7,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020-0073,CONDUCTOR,MASCULINO,56,2020-12-20,2020,Sunday,MOTO,1
